Exercício do empenho,Órgão programa de trabalho,Código do favorecido,Favorecido,Descrição da natureza da despesa,Valor empenhado,Valor liquidado
2023,16,68789585000104.0,ASSOCIACAO DE MORADORES UNIAO DAS BASES DE URUCANIA E ADJACENCIAS - AMUBUA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",1077591.67,555966.6699999999
2023,16,73563637000240.0,CECHE NOSSO LAR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",1076400.0,295412.0
2023,16,39489776000152.0,CRECHE COMUNITARIA GENIO DO FUTURO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",1059500.0,755180.0
2022,16,31157092000141.0,SOCIEDADE BENEFICENTE SAGRADO CORACAO DE MARIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",1056250.0,1056250.0
2023,16,35585479000150.0,CENTRO SOCIAL DE DESENVOLVIMENTO INFANTIL TIA NEIDE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",1051700.0,526500.0
2022,16,29762411000104.0,CENTRO EDUCACIONAL COMUNITARIO GIARDINIERI CAMPOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",1046370.0,1046370.0
2022,16,46015027000159.0,CENTRO CULTURAL PEDACINHO DO CEU,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",1038700.0,1038700.0
2022,16,27518963000138.0,INSTITUTO AVANTE DO FUTURO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",1030878.3400000001,1030878.3400000001
2022,16,3881480000135.0,ABRINDO PORTAS SOCIEDADE CIVIL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",1014000.0,1014000.0
2022,16,34036194000105.0,CASA ESPIRITA CRISTA MARIA DE NAZARE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",1014000.0,1014000.0
2022,16,33906702000198.0,INSTITUTO PRESBITERIANO ALVARO REIS DE ASSISTENCIA A CRIANCAE AO ADOLESCENTE INPAR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",1014000.0,1014000.0
2022,16,30476543000140.0,MOVIMENTO EDUCACIONAL JOSEFA ALCANTARA GOULART CENTRO INTEGRADO SAO JOSE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",988650.0,988650.0
2022,16,68563808000110.0,CRECHE COMUNITARIA ARCA DE NOE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",987198.3300000001,987198.3300000001
2022,16,3952446000104.0,CRECHE PINGUINHO DE GENTE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",983186.0,983186.0
2022,16,40125642000131.0,CRECHE COMUNITARIA UNIVERSO INFANTIL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",977478.02,977478.02
2023,16,4673783000125.0,FIOS DA TERRA EDUCACAO E CULTURA AMBIENTE E ENERGIA TRABALHOE PARTICIPACAO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",976495.0,684970.0
2022,16,28663722000145.0,ASSOCIACAO AMIGOS DA CRIANCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",971750.0,971750.0
2022,16,34045021000145.0,ASSOCIACAO FILANTROPICA CRISTA ESPIRITA ISMENIA RIBEIRO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",971750.0,971750.0
2022,16,3537568000134.0,CENTRO COMUNITARIO DE ENSINO AVANCADO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",969150.0,969150.0
2022,16,32980919000185.0,CRECHE CANTINHO CASLU,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",968761.65,968761.65
2022,16,10945138000117.0,ESCOLA COMUNITARIA SOUZA PINTO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",968693.0,968693.0
2022,16,92874775000708.0,ASSOCIACAO SERVOS DA CARIDADE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",963300.0,963300.0
2023,16,97405997000100.0,OBRA SOCIAL DA CRECHE CRECHE CANTINHO FELIZ,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",961783.34,588033.34
2023,16,31415680000138.0,ASSOCIACAO DAS DONAS DE CASA DA ESTRADA DA PEDRA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",949238.34,575863.34
2022,16,35955208000149.0,ASSOCICAO CRESCENCIO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",946400.0,946400.0
2022,16,37289427000161.0,CENTRO CULTURAL DE DESENVOLVIMENTO INFANTIL JOAO BATISTA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",933400.0,933400.0
2022,16,42106799000145.0,CRECHE LAR CANTINHO FELIZ,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",929500.0,929500.0
2022,16,42209775000111.0,AMIG ASSOCIACAO DOS MORADORES DA ILHA DO GOVERNADOR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",929500.0,929500.0
2022,16,5967792000191.0,ASSOCIACAO EDUCACIONAL E CULTURAL SAO BERNARDO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",921700.0,921700.0
2023,16,981263000129.0,CRECHE ESCOLA COMUNITARIA SITIO ALEGRE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",919966.67,562466.67
2022,16,29187747000182.0,ACAO COMUNITARIA SAL DA TERRA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",909426.66,909426.66
2023,16,2034629000188.0,COMITE DE ATENDIMENTO AO ADOLESCENTE CAAD,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",890695.0,544570.0
2022,16,29226750000168.0,OBRA SOCIAL DO PARQUE ROYAL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",887250.0,887250.0
2022,16,73563637000160.0,CRECHE NOSSO LAR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",868644.0,868644.0
2022,16,13922630000165.0,OSCIP CENTRO SOCIAL BRASIL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",868400.0,868400.0
2022,16,1151423000175.0,CRECHE ESCOLA SOSSEGO DA MAMAE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",866400.0,866400.0
2023,16,33766999000133.0,SOCIEDADE DE ENSINO TEREZA CRISTINA SETC,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",866395.83,536900.0
2023,16,26095792000119.0,ASSOCIACAO CHALE SEMENTINHAS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",858195.0,620598.34
2022,16,7735398000153.0,ASSOCIACAO DO CENTRO EDUCACIONAL LUIZA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",857176.14,857176.14
2022,16,39523831000183.0,CRECHE MARQUES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",845000.0,845000.0
2022,16,39960193000168.0,CRECHE COMUNITARIA CRIANCAS DE OURO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",845000.0,845000.0
2022,16,27796630000170.0,COMOVIK CONSELHO DE MORADORES DE VILA KENNEDY,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",845000.0,845000.0
2022,16,42185041000140.0,SASP SERVICO DE ASSISTENCIA SOCIAL PENTECOSTALRUA ADALBERTO FERREIRA 35,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",845000.0,845000.0
2022,16,4697185000196.0,CENTRO SOCIAL DA MULHER UEGA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",845000.0,845000.0
2023,16,35636284000191.0,INSTITUTO DE EDUCACAO EUCLIDES DOS SANTOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",844978.3300000001,459203.33
2022,16,46537303000149.0,ASSOCIACAO ESPACO NINHO CARIOCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",839605.0,839605.0
2023,16,3881480000135.0,ABRINDO PORTAS SOCIEDADE CIVIL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",839366.67,306800.0
2022,16,14954939000108.0,ASSOCIACAO PEDAGOGICA TERAPEUTICA LUIZ ANTONIO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",839345.0,839345.0
2022,16,549660000126.0,ASSOCIACAO BENEFICENTE NOSSA SENHORA DAS MERCES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",835922.26,835922.26
2022,16,40172026000131.0,CENTRO CULTURAL ESTRELINHA DO MAR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",828200.0,828200.0
2022,16,11301349000180.0,ASSOCIACAO RECREATIVA PINGUINHO DE GENTE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",826540.0,826540.0
2023,16,29240504000160.0,CRECHE E ESCOLA COMUNITARIA GENTE BAIXINHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",825716.6699999999,516966.67
2022,16,10158048000186.0,ASSOCIACAO COMUNITARIA DO PARQUE PROLETARIO DA PENHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",825045.0,825045.0
2022,16,30716187000195.0,ASSOCIACAO DE MORADORES DO MORRO DA BAIANA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",820841.9,820841.9
2023,16,40130229000165.0,CRECHE ESCOLA COMUNITARIA MALLETZINHO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",819000.0,517638.33
2022,16,33892738000160.0,ABRIGO TERESA DE JESUS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",811200.0,811200.0
2022,16,34114470000106.0,ASSOCIACAO DOS ANTIGOS ALUNOS DOS PADRES JESUITAS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",811200.0,811200.0
2022,16,34125450000122.0,FUNDACAO CASA SANTA IGNEZ,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",811200.0,811200.0
2022,16,40099366000184.0,CRECHE COMUNITARIA JARDIM DO CONHECIMENTO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",808236.65,808236.65
2023,16,29240041000137.0,ASSOCIACAO DE MORADORES E AMIGOS DO PARQUE ESTORIL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",807033.8200000001,562466.67
2023,16,28148778000161.0,MASSIMO OBRAS E SERVICOS EIRELI,"AMPLIACAO, RECONSTRUCAO E REFORMAS",800453.66,0.0
2022,16,23900647000175.0,APEC SOLUCOES E SERVICOS LTDA.,"AMPLIACAO, RECONSTRUCAO E REFORMAS",800326.28,800326.28
2023,16,92874775000708.0,ASSOCIACAO SERVOS DA CARIDADE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",797398.33,291460.0
2023,16,40698331000161.0,CRECHE COMUITARIA ESPACO CRESCER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",788883.34,172900.0
2023,16,35455216000398.0,CENTRO CULTURAL MONTESSORI,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",787283.6799999999,386100.0
2022,16,5331629000138.0,CRECHE ESCOLA COMUNITARIA TIO PATINHAS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",785818.01,785818.01
2022,16,33912577000129.0,INSTITUTO CONSUELO PINHEIRO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",780000.0,780000.0
2022,16,40083026000165.0,CRECHE COMUNITARIA ESTRELA DO AMANHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",777400.0,777400.0
2023,16,1149568000131.0,CRECHE ESCOLA MIMI,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",773435.0,559910.0
2023,16,31601644000169.0,INSTITUTO MACIEIRA CULTURAL E SOCIAL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",769275.0,302690.4
2022,16,46927499000188.0,CENTRO CULTURAL EVOLUIR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",764400.0,764400.0
2022,16,39374114000137.0,CRECHE COMUNITARIA PLANETA BEBE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",755256.66,755256.66
2022,16,28018521000195.0,LAR DE MARIA DOLORES,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",744445.74,744445.74
2022,16,29274131000149.0,LAR PAULO DE TARSO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",743600.0,743600.0
2022,16,31421258000195.0,ESCOLA COMUNITARIA JARDIM BALAO MAGICO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",742605.08,742605.08
2023,16,42564773000140.0,ACAO SOCIAL PADRE ANCHIETA ASPA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",735475.0800000001,457643.33
2023,16,26544349000188.0,CENTRO CULTURAL TIA NANE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",730795.0,390411.67
2023,16,29241148000108.0,ESCOLA COMUNITARIA JARDIM ALEXANDRINO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",729841.6699999999,447416.67
2023,16,35955208000149.0,ASSOCICAO CRESCENCIO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",721932.5299999999,218229.88
2022,16,33522079000170.0,OBRA DO BERCO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",718250.0,718250.0
2022,16,16670716000136.0,INSTITUTO EDUCACIONAL CRESCENDO E APRENDENDO IECA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",718250.0,718250.0
2022,16,3817270000188.0,SOCIEDADE ESPIRITA CABOCLO SETE FLECHAS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",718163.36,718163.36
2023,16,35353173000178.0,INSTITUTO T&P CONQUISTA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",715000.0,389891.7
2023,16,29014008000199.0,INSTITUTO NACIONAL DE ASSISTENCIA TRABALHO OPORTUNIDADES E SAUDE INATOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",710883.3300000001,417083.33
2023,16,73563637000160.0,CRECHE NOSSO LAR,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",706466.94,258223.33000000002
2023,16,42103333000196.0,CASA SAO ROQUE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",706333.33,511333.33
2022,16,19701694000112.0,PROVIDENCIANDO A FAVOR DA VIDA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",706245.2300000001,706245.2300000001
2022,16,40234908000184.0,CENTRO DE INCLUSOES SOCIAIS CANAA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",705076.57,705076.57
2023,16,4711987000103.0,COLEGIO FERREIRA MOTTA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",702520.0,429520.0
2022,16,45792325000192.0,ESPACO DE DESENVOLVIMENTO CARIOQUINHA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",696150.0,696150.0
2022,16,39489761000194.0,CRECHE COMUNITARIA AQUARELA DO SABER,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",694508.0,694508.0
2022,16,6893183000106.0,ASSOCIACAO PRESBITERIANA CUIDANDO DO AMANHA APCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",692900.0,692900.0
2023,16,2981143000157.0,ASSOCIACAO DO CENTRO EDUCACIONAL EVANGELICO MELO COSTA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",688675.0,478400.0
2023,16,33904020000146.0,CASA DA CRIANCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",678080.0,463656.1
2022,16,29295718000134.0,CENTRO EDUCACIONAL CRESCENDO E APRENDENDO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",676000.0,676000.0
2022,16,17433591000193.0,JOVENS COM UMA MISSAO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",676000.0,676000.0
2022,16,30717177000174.0,ASSOCIACAO DOS MORADORES DO MORRO DO ALEMAO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",676000.0,676000.0
2022,16,34068528000114.0,PATRONATO OPERARIO DA GAVEA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",676000.0,676000.0
2023,16,34844314000192.0,INSTITUTO LOUVOR NA TERRA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",675675.0,236636.11
2022,16,31420227000110.0,ESCOLA COMUNITARIA ENCANTO DE MARIA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",672576.67,672576.67
2022,16,34074252000187.0,INSTITUTO DAS MISSIONARIAS DE N S DE FATIMA DO BRASIL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",671925.03,671925.03
2022,16,2849510000163.0,CENTRO SOCIAL GOTA DA ESPERANCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",670411.0,670411.0
2023,16,31421191000199.0,ESCOLA COMUNITARIA J.I.CHAVE DO TAMANHO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",669066.6699999999,409066.67
2022,16,34054148000120.0,CASA DO POBRE DE N S DE COPACABANA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",667550.0,667550.0
2023,16,13922630000165.0,OSCIP CENTRO SOCIAL BRASIL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",663920.83,200850.0
2022,16,9654350000146.0,ASSOCIACAO RESGATE DOS VALORES HUMANOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",659100.0,659100.0
2023,16,5967792000191.0,ASSOCIACAO EDUCACIONAL E CULTURAL SAO BERNARDO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",658450.0,194350.0
2022,16,6926654000127.0,CRECHE ESCOLA COMUNITARIA MAE SOCIAL,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",658036.0,658036.0
2022,16,30122758000163.0,GRUPO COMUNITARIO CRECHE BERCARIO NOVA JERUSALEM,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",650228.0,650228.0
2022,16,5810013000140.0,VERBASCO ENGENHARIA E COMERCIO LTDA,"AMPLIACAO, RECONSTRUCAO E REFORMAS",646637.0,646637.0
2022,16,5925069000140.0,OBRAS DE ASSISTENCIA SOCIAL ESPERANCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",637552.5,637552.5
2022,16,28126142000119.0,ASSOC DE MORADORES DAS MORADAS DO IMPERIO,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",633750.0,633750.0
2022,16,5683369000160.0,MULHERES PRO MELHORAMENTO DA ROUPA SUJA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",633750.0,633750.0
2022,16,33311291000198.0,INSTITUICAO MARIA DE NAZARETH,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",631150.0,631150.0
2023,16,28663722000145.0,ASSOCIACAO AMIGOS DA CRIANCA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",630391.6699999999,294016.67
2023,16,5331629000138.0,CRECHE ESCOLA COMUNITARIA TIO PATINHAS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",629525.0,232050.0
2023,16,34064808000154.0,OBRA SOCIAL DA PAROQUIA SANTA CRUZ DE COPACABANA,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",627250.0,383500.0
2022,16,28668879000163.0,CENTRO COMUNITARIO PARQUE UNIDOS DE ACARI,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",625300.0,625300.0
2023,16,34088559000137.0,CASA DE LAZARO EDUCANDARIO SOCIAL DE ASSISTENCIA E AMPARO ACRIANCA E ADOLESCENTE,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",625300.0,367705.06
2022,16,32154197000100.0,CRECHE COMUNITARIA DOIS IRMAOS,"SERVICOS DE GER., OPERAC. E EXEC. DE ATIVIDADES DIRIGIDAS A EDUCACAO, PRESTADOS POR OSC",623750.0,623750.0
