Exercício do empenho,Órgão programa de trabalho,Código do favorecido,Favorecido,Descrição da natureza da despesa,Valor empenhado,Valor liquidado
2022,16,11709.0,Escola Municipal Professor Albert Einstein,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,1383724000124.0,CEC EM 1019013 BENTO AMARAL COUTINHO,DESPESAS VINCULADAS AO PDDE  - PROGRAMA DINHEIRO DIRETO NA ESCOLA,100000.0,100000.0
2022,16,22212251000172.0,CRECHE E PRE ESCOLA NOVA JERUSALEM,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,39764.0,Creche Municipal Ari Pimentel,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,40091.0,Escola Municipal Claudio Besserman Vianna,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,31421191000199.0,ESCOLA COMUNITARIA J.I.CHAVE DO TAMANHO,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,11358.0,Escola Municipal Ministro Afrânio Costa,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,45497.0,Escola Municipal Roberto Civita,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,31417678000106.0,ESCOLA COMUNITARIA SEMENTES DO AMANHA,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,44833.0,Espaço de Desenvolvimento Infantil Professor Antonio Alfredo Mercadante,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,16386.0,Escola Municipal Professor Jorge Gonçalves Farinha,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,27459612000101.0,CENTRO CULTURAL EDUCAR,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2023,16,1106849000107.0,COOPERATIVA DE COMERC E REFORMA AGRARIA AVANTE LTDA,"GENEROS ALIMENTICIOS, INCLUSIVE BEBIDAS - MERENDA EM ATENDIMENTO A LEI FEDERAL N 11947/09",100000.0,97809.6
2022,16,11336.0,Escola Municipal Montese,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11940.0,Ciep João Batista dos Santos,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11363.0,Escola Municipal Professor Augusto Motta,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,31157746000137.0,CENTRO DE ATIVIDADES EDUCACIONAIS E CULTURAIS ARCA DE NOE,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,11712.0,Escola Municipal Dom Pedro I,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11433.0,Escola Municipal Telêmaco Gonçalves Maia,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,19059338000147.0,W DE SOUZA PONCIANO COSTA,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,44857.0,Escola Municipal Ricardo Brentani,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11438.0,Escola Municipal Francis Hime,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,18666.0,Creche Municipal Chico Bento,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,18720.0,Creche Municipal Maria Altamira C. Olegário,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11441.0,Escola Municipal Juliano Moreira,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11443.0,Escola Municipal Desembargador Ney Palmeiro,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,33766999000133.0,SOCIEDADE DE ENSINO TEREZA CRISTINA SETC,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,11935.0,Ciep Luiz Carlos Prestes,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11288.0,Escola Municipal Professora Maria de Cerqueira e Silva,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,34704019000130.0,CENTRO EDUCACIONAL VALE DO SOL,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,7501534000140.0,CRECHE E ESCOLA COMUNITARIA GENTE INOCENTE,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,46749.0,Escola Municipal Aleksander Henryk Laks,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,18778.0,Creche Municipal Tio Mário,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,10158048000186.0,ASSOCIACAO COMUNITARIA DO PARQUE PROLETARIO DA PENHA,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,19112.0,Escola Municipal Mario Lago,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,34074252000187.0,INSTITUTO DAS MISSIONARIAS DE N S DE FATIMA DO BRASIL,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,11215.0,Escola Municipal Marinheiro João Cândido,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11567.0,Ciep Yuri Gagarin,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,6080771000112.0,CENTRO DE INTEGRACAO SOCIAL ISABEL MARIA DE NOVA SEPETIBA,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,100000.0,100000.0
2022,16,11216.0,Escola Municipal Liberdade,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11648.0,Escola Municipal Renato Leite,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11180.0,Escola Municipal Aldebarã,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2023,16,73368086000183.0,COOPERATIVA AGROINDUSTRIAL DE PRODUCAO E COMERCIALIZACAO CONQUISTA,"GENEROS ALIMENTICIOS, INCLUSIVE BEBIDAS - MERENDA EM ATENDIMENTO A LEI FEDERAL N 11947/09",100000.0,0.0
2022,16,11201.0,Escola Municipal Francisco Caldeira de Alvarenga,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11778.0,Ciep Papa João XXIII,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11779.0,Ciep Alberto Pasqualine,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11652.0,Escola Municipal Professora Dyla Sylvia de Sá,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11772.0,Ciep Ministro Marcos Freire,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11460.0,Escola Municipal Rio das Pedras,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11853.0,Escola Municipal Cesar Augusto Soares,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11173.0,Escola Municipal Prefeito João Carlos Vital,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,18972.0,Escola Municipal Professora Elisa Joaquina Daltro Peixoto,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11773.0,Ciep Dr. Nelson Hungria,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11174.0,Escola Municipal José de Mello,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11651.0,Escola Municipal Rosa do Povo,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11222.0,Escola Municipal Jornalista Carlos Castelo Branco,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",100000.0,100000.0
2022,16,11482.0,Escola Municipal Oswaldo Cruz,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99873.0,99873.0
2022,16,11271.0,Escola Municipal Dilermando Cruz,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99800.0,99800.0
2022,16,11847.0,Escola Municipal Senador João Lyra Tavares,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99777.0,99777.0
2022,16,50487213734.0,ULISSES DA COSTA FARIA,BENS IMOVEIS - LOCACAO PESSOA FISICA,99680.0,98880.0
2022,16,11483.0,Escola Municipal Alcide de Gasperi,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99676.32,99676.32
2022,16,11347.0,Escola Municipal São Paulo,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99515.0,99515.0
2022,16,11284.0,Escola Municipal Odilon de Andrade,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99500.0,99500.0
2022,16,3117803000119.0,WALKAM CLIMATIZACAO LTDA,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,99438.03,99438.03
2022,16,11332.0,Escola Municipal Cardeal Câmara,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99400.0,99400.0
2022,16,10901.0,Espaço de Desenvolvimento Infantil Hermenegildo de Barros,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99367.98000000001,99367.98000000001
2022,16,10983.0,Escola Municipal França,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99000.0,99000.0
2022,16,10984.0,Escola Municipal Quintino Bocaiuva,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99000.0,99000.0
2022,16,10935.0,Escola Municipal Almirante Newton Braga de Faria,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99000.0,99000.0
2022,16,10971.0,Escola Municipal Paraguai,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99000.0,99000.0
2022,16,11362.0,Escola Municipal João Marques dos Reis,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99000.0,99000.0
2022,16,10956.0,Escola Municipal Embaixador João Neves da Fontoura,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99000.0,99000.0
2022,16,10936.0,Escola Municipal Conde Pereira Carneiro,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",99000.0,99000.0
2022,16,11492.0,Escola Municipal Pernambuco,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",98977.0,98977.0
2022,16,11827.0,Escola Municipal Nossa Senhora de Pompéia,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",98905.87,98905.87
2022,16,11499.0,Escola Municipal Nicolau Antônio Taunay,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",98450.0,98450.0
2022,16,92369000171.0,NETCENTER INFORMATICA LTDA.,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,98447.57,98447.57
2022,16,11842.0,Escola Municipal Benevenuta Ribeiro,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",98406.0,98406.0
2022,16,11493.0,Escola Municipal Manuel Bonfim,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",98000.0,98000.0
2022,16,11274.0,Escola Municipal Clotilde Guimarães,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",98000.0,98000.0
2022,16,11369.0,Escola Municipal Presidente Eurico Dutra,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",98000.0,98000.0
2022,16,10912.0,Escola Municipal Desembargador Montenegro,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",98000.0,98000.0
2022,16,18729.0,Creche Municipal Mussum - O Trapalhão,DESPESAS MIUDAS DE PRONTO PAGAMENTO E/OU DE CARATER EXTRAORDINARIO OU URGENTE,98000.0,98000.0
2022,16,10920.0,Escola Municipal Mato Grosso,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",98000.0,98000.0
2022,16,10915.0,Escola Municipal Sergipe,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",98000.0,98000.0
2022,16,46631.0,Escola Municipal Osmar Paiva Camelo,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",98000.0,98000.0
2022,16,46766.0,Espaço de Desenvolvimento Infantil Escultora Lygia Clarck,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",97938.0,97938.0
2023,16,59456277000176.0,ORACLE DO BRASIL SISTEMAS LTDA.,SERVICOS DE COMUNICACAO DE DADOS,97924.09,35608.76
2022,16,1579387000145.0,INTELIGENCIA ARTIFICIAL TECNOLOGIA E REFRIGERACAO EIRELI,"MAQUINAS E EQUIPAMENTOS, MOVEIS E UTENSILIOS - LOCACAO",97703.0,97703.0
2022,16,11898.0,Ciep Olof Palme,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",97000.0,97000.0
2022,16,10744.0,Gerência de Administração,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",97000.0,97000.0
2022,16,11878.0,Ciep Vila Kennedy,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",97000.0,97000.0
2022,16,11998.0,Ciep Thomas Jefferson,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",97000.0,97000.0
2022,16,11333.0,Escola Municipal Cruzada São Sebastião,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",97000.0,97000.0
2022,16,10919.0,Escola Municipal Maria Baptistina Duffles Teixeira Lott,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",97000.0,97000.0
2022,16,10928.0,Escola Municipal Rodolfo Garcia,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",96800.0,96800.0
2022,16,33904020000146.0,CASA DA CRIANCA,OUTRAS INDENIZACOES E RESTITUICOES,96710.83,96710.83
2022,16,37381902000125.0,REDE NACIONAL DE APRENDIZAGEM PROMOCAO SOCIAL E INTEGRACAO,TREINAMENTO DE PESSOAL POR PESSOA JURIDICA,96707.75,96707.75
2022,16,10929.0,Escola Municipal Rodrigo Otávio Filho,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",96500.0,96500.0
2022,16,11006.0,Escola Municipal Figueiredo Pimentel,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",96319.38,96319.38
2022,16,5138625000138.0,FENIX CONSTRUTORA EIRELI,"SERVICOS, CONSULTORIAS E AQUISICOES - LC 235/2021",96234.21,96234.21
2022,16,33831322000131.0,ACAO CRISTA VICENTE MORETTI - ACVM,BENS IMOVEIS - LOCACAO DE PESSOA JURIDICA,96000.0,96000.0
2022,16,11608.0,Ciep Augusto Pinheiro de Carvalho,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",96000.0,96000.0
2022,16,11733.0,Ciep Raymundo Ottoni de Castro Maya,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",96000.0,96000.0
2022,16,46638.0,Escola Municipal Célia Maria de Oliveira Camargo,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",96000.0,96000.0
2022,16,4552825000170.0,CEC DA E.M. 04.10.002 ALBINO SOUZA CRUZ,DESPESAS VINCULADAS AO PDDE  - PROGRAMA DINHEIRO DIRETO NA ESCOLA,96000.0,96000.0
2022,16,10933.0,Escola Municipal Mário Paulo de Brito,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",95600.0,95600.0
2022,16,1857568000196.0,CEC DA ESCOLA MUNICIPAL 05 14 002 CECILIA MEIRELES,DESPESAS VINCULADAS AO PDDE  - PROGRAMA DINHEIRO DIRETO NA ESCOLA,95500.0,95500.0
2022,16,44148.0,Escola Municipal José Aparecido do Prado Sarti,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",95130.0,95130.0
2022,16,1491108000197.0,CEC DA EM 0204003 ALBERTO BARTH,DESPESAS VINCULADAS AO PDDE  - PROGRAMA DINHEIRO DIRETO NA ESCOLA,95030.0,95030.0
2022,16,46678.0,Escola Municipal,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",95000.0,95000.0
2022,16,11714.0,Escola Municipal Frederico Trotta,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",95000.0,95000.0
2022,16,11682.0,Ciep Pablo Neruda,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",95000.0,95000.0
2022,16,11685.0,Ciep Margaret Mee,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",95000.0,95000.0
2022,16,11674.0,Ciep Almir Bonfim de Andrade,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",95000.0,95000.0
2022,16,11653.0,Escola Municipal Pio X,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",95000.0,95000.0
2022,16,18667.0,Creche Municipal Chico Mendes,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",95000.0,95000.0
2022,16,16324.0,Escola Municipal Jorge Amado,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",95000.0,95000.0
2022,16,10874523000110.0,OBJETIVA SERVICOS TERCEIRIZADOS EIRELI,SERVICOS PRESTADOS E AQUISICOES - LC 235/2021,94325.55,94325.55
2022,16,10958.0,Escola Municipal Silvio Romero,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",94000.0,94000.0
2022,16,11029.0,Escola Municipal Antônio Bandeira,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",94000.0,94000.0
2022,16,11067.0,Escola Municipal Presidente Café Filho,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",94000.0,94000.0
2022,16,11062.0,Escola Municipal José Piquet Carneiro,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",94000.0,94000.0
2022,16,11065.0,Escola Municipal Pablo Picasso,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",94000.0,94000.0
2022,16,11012.0,Escola Municipal Antônio Austragésilo,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",94000.0,94000.0
2022,16,7410659000165.0,LOCTEMP LOCACAO DE SERVICOS E CONSTRUCOES EIRELI,SERVICOS DE VIGILANCIA E POLICIAMENTO POR PESSOA JURIDICA,93709.29000000001,93709.29000000001
2022,16,10927.0,Escola Municipal Pires e Albuquerque,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",93700.0,93700.0
2022,16,13143884797.0,ADRIANO RIBEIRO LOPES,BOLSA AUXILIO CURSO DE FORMACAO,93691.56,93691.56
2022,16,11360.0,Escola Municipal Suíça,"SERVS.DE REPARO,ADAPT.CONSERV.RESTAUR.INSTAL.BENS MOV.E IMOV.ATRAVES SIST.DESCENT.DE PAGTO",93500.0,93500.0
2022,16,39548763000107.0,ECO 805 COMERCIO E SERVICOS DE EQUIPAMENTOS LTDA,MOVEIS ESCOLARES E DIDATICOS,93208.0,93208.0
